id|faction_id|name|legend|type|
000000935|DRU|Kabalite Corsairs|<b>Every Drukhari Kabal is as much malevolent crime syndicate as it is private army, often with its own specialist areas of insidious expertise. Some Archons have a predilection for piratical boarding and raiding of voidships, their warbands honing their skills in these areas above all others.</b>|Boarding Actions|
000000936|DRU|Ship-killer Cult|<b>Employing esoteric technologies to transmit their exploits back to debauched audiences in Commorragh, some Wych Cults board voidships as a kind of murderous death-sport. Here, the voidship becomes the arena, and the Wyches’ every violent action the entertainment for their baying fans.</b>|Boarding Actions|
000000937|DRU|Painbringers|<b>The twisted fleshcrafters of the Haemonculus Covens seek to seize fresh captives for their laboratories. Boarding enemy vessels, they rely upon their menageries of mutant creations to smash through bulkheads and rip open hatches. The Haemonculi and their creations are empowered by pain both given and received, and will fight on through injuries that would spell doom for lesser beings.</b>|Boarding Actions|
000000993|DRU|Reaper’s Wager|<p class="ShowFluff legend">The Reaper’s Wager is among the most macabre saedaths, depicting a gruesome tale of murderous bets between merciless killers and mythic executioners. It is a well-known tale that is greatly enjoyed in the depths of the Dark City. When Harlequin and Drukhari go to war as one, Commorrite warriors often perform an accompanying role in its retelling. Bladed Drukhari transports emerge from the Webway alongside scintillating Harlequin skimmers emblazoned with dazzling adornments. Kabalite Warriors open fire upon the foe from firing decks, and Wyches howl and whoop as they leap acrobatically into the fray. As Harlequin troupes begin their gore-slick recital, they inhabit their roles wholeheartedly, competing furiously with their Drukhari allies to score the greatest tally of luridly violent kills.</p>||
000000804|DRU|Realspace Raiders|<p class="ShowFluff legend">There are few better ways to display true power in Commorragh than by successfully allying warriors of the kabals, the wych cults and the haemonculus covens in a single raiding force. Only through cunning and flattery, menace and politicking is such a feat achieved. Yet the results achieved by forging such a temporary entente are rarely less than spectacular. Such tripartite realspace raids alloy the psychotraumatic sadism and nightmare weaponry of the covenites to the close-quarters quicksilver ferocity of the Wyches, underpinning the whole with the armoured firepower and paramilitary discipline of massed Kabalites. Augmented by bands of Commorrite sellswords with their esoteric combat specialities, the result is a raiding party as diverse as it is diabolical. Though they would never admit it, the strengths of each facet of Drukhari society cover for each others’ weaknesses, honing the blade of their martial might into something razor-swift and unutterably lethal.</p>||
000001113|DRU|Spectacle of Spite|<p class="ShowFluff legend">When a wych cult unleashes its full fury in a realspace raid, the bloody extravaganza of the arena is brought to the battlefield in spectacular style. Acrobatic gladiators dart into combat, wielding exotic tools of murder, each vying to score the most eye-catching kills. Jetbike-mounted Reavers scream low overhead, fairing blades lopping off their victims’ heads while cluster caltrops raise rippling detonations in their wake. Succubi - the uncontested stars of each frenzied performance - ride into battle aboard personal Venom chariots or stab, slash and weave their way through the melee, alabaster skin spattered with the vivid gore of their victims. Some wych cult raids are lent armoured support by their Kabalite patrons, the better to maximise carnage and ensure victory. Others are trailed by entire audiences of avid fans, Commorrites of every stripe who have come to enjoy the mayhem and feast on a banquet of pain. So involved do some spectators become that they rush in to join the fight alongside the Wyches and add their blades to the fray.</p>||
000001114|DRU|Covenite Coterie|<p class="ShowFluff legend">To face a realspace raid by the Haemonculi of the Dark City is to endure a living nightmare. Ghoulish things with worm-pale flesh and blades for fingers crawl and caper from the shadows, their blood-wet breath rasping eagerly through the slits of their iron masks. Engines of Pain drift through the air on whispering suspensors, loosing stinging blasts of firepower, gathering up screaming victims in nests of needle-tipped tendrils and flensing their flesh with snickering blades. Through it all move the Haemonculi, dealing out unspeakable agonies even as they leer with cruel gratification or hum to themselves with the distracted air of a scientist enjoying their labours. They are the composers of a gruesome flesh symphony, the conductors of an orchestra of despairing shrieks and gibbering glee fit to drive mortal minds to madness. Even those other Drukhari who fight alongside the covenites look askance at their twisted allies and count themselves lucky not to be on the receiving end of their insane attentions.</p>||
000001115|DRU|Kabalite Cartel|<p class="ShowFluff legend">No kabal can survive without the strength of arms to back up its demands and menaces. When the cream of that paramilitary strength is concentrated into a realspace raiding party and unleashed upon unsuspecting victims, the results are devastating. Reaving bands of Kabalites ride to war beneath the flayed-skin banners of their Archons. Each squad vies to outdo its rivals in cruelty and martial conquest, slaying and tormenting with spiteful abandon. At the same time, predatory gunships thrum overhead and bands of vicious mercenaries ply their bloody trade. Moreover, no two kabals are alike - each having its own portfolio of diabolical exploits and murderous predilections - and so each has its own particular agendas to pursue and strengths to bring to bear. One Kabalite raiding band might benefit from exceptionally well-crafted weaponry or a wealth of tailored toxins. Another might field swathes of terror troops, obsess overtaking bloody trophies, call upon the aid of arena gladiators or a myriad of other unique and murderous quirks.</p>||
000001033|EC|Mercurial Host|<p class="ShowFluff legend">The Emperor’s Children are a myriad of warbands driven by an obsessive desire to experience the thrill of battle in all its many forms. These warbands strike with a speed and excessive violence that is majestic in its ever-escalating cruelty. Tormentors and Infractors, their pupils dilated by exotic stimm cocktails, flesh scarred and sculpted by self-inflicted tortures, traverse the battlefield. Their murderous intentions flit from target to target, driven by their obsessive need for fresh experience and sensation. Each bloody kill they make is more excruciating and visually gratifying than the last. Noise Marines unleash wave after wave of discordant sonic destruction. The varied pitch and tone of blastmaster, sonic blaster and screamer pistol combine with the screams of the dying and the exultant battle cries of the Emperor’s Children to form a symphony of majestic horror.</p>||
000001034|EC|Peerless Bladesmen|<p class="ShowFluff legend">The Emperor’s Children are consumed by their own pride and driven by insatiable obsession. They seek to prove their prowess in myriad forms of combat. Tall and powerful Flawless Blades stride proudly into battle, seeking out enemy champions to gruesomely humble in single combat. They parry the blows of their foes with sneering arrogance and spill their blood with glee. In their blood-slick wake come squads of Infractors, empowered by rare and esoteric combat drugs. Other sons of Fulgrim unleash death in shredding salvoes from boltguns and sonic weapons. Those who exult in their swordfighting prowess find gaps in armour plate with their curved blades and sinuous whips, rending flesh and spilling viscera with each strike. The slaughter increases in pace and intensity as it rushes towards a gore-slick crescendo, ending only when the last wretched victim has been eviscerated, and the twisted souls of the Emperor’s Children are briefly glutted on the riotous carnage they have inflicted.</p>||
000001035|EC|Rapid Evisceration|<p class="ShowFluff legend">The armoured transports of the Emperor’s Children are a testament to the debased nature of those who ride within them. Daubed in vibrant colours and covered in symbols of dedication to both Legion and Dark Prince, the war engines’ twisted machine spirits snarl, whine and growl like beasts straining at the leash. Warp amps emit streams of daemonic screeches, spreading fear in the ranks of the enemy and heralding the slaughter to come. Laying down destructive choruses of firepower from turrets, hatches and sponsons, armoured transports grind over the foe’s defences, smash into enemy infantry and disgorge their fell cargo to battle. From the armoured behemoths emerge the Emperor’s Children, weapons drawn in anticipation of the glorious violence to come.</p>||
000001036|EC|Carnival of Excess|<p class="ShowFluff legend">Wherever the Emperor’s Children tread, wherever they indulge their every obsessive desire, wherever they gut, flay and slaughter, reality is torn asunder and through the veil pour the daemons of Slaanesh. Daemonettes leap forward, their lithe forms at once repulsive and alluring. Clouds of sickly soul-musk drift through the ranks of the foe dulling their senses whilst the susurrations of the advancing daemons lull the weak-willed into trances. Seekers of Slaanesh crash into their helpless victims, talon, claw and poisoned tongue ripping flesh asunder. Alongside their daemonic allies, the Emperor’s Children keep pace, letting out ecstatic laughter and booming battle cries as they unleash malefic sorceries and slaughter at will. Return fire finds only corrupted air as daemon and tainted warriors alike advance like a murderous pageant through the enemy fire with contemptuous ease.</p>||
000001037|EC|Coterie of the Conceited|<p class="ShowFluff legend">The Emperor’s Children possess a desire for perfection and superiority that drives them to inflict ever greater and more impressive death upon their foes. To satisfy their urges, some Emperor’s Children warlords strike desperate pacts with daemonic powers. By doing so they wager their souls and those of their warriors and in turn promise to outdo their rivals in the volume and luridity of carnage they inflict. In return, they may be granted power beyond measure, and the ability to experience limitless sensation. Those who have sworn such pacts urge their warriors forward and hurl themselves into battle with desperation and exhilaration. Each torture inflicted and each gory kill brings them one step closer to fulfilling their part of the bargain. Failure, however, can lead only to a violent death or, far worse, the ire of their patron and the torturous obliteration of their very soul.</p>||
000001038|EC|Slaanesh’s Chosen|<p class="ShowFluff legend">Amongst the Emperor’s Children are those who see themselves as particularly favoured by Slaanesh. These puissant champions of excess have inflicted deaths beyond count, suffered agonies beyond measure and won glorious victories in honour of the Dark Prince. When such champions of ruin gather together, they are driven to outdo one another. Whether engaging enemy commanders in brutal duels, inflicting exquisite agonies upon mewling mortals or offering sacrifices to their unholy deity, the chosen of Slaanesh are unceasing in their murderous advance. To these paragons of arrogance and superiority, no foe is worthy of respect, and few are capable of providing the challenge they desire. Thus, their rivalries are with their own, each vying for Slaanesh’s attention. Only those who prove themselves the deadliest will gain the approval they seek.</p>||
000000884|GC|Host of Ascension|||
000000885|GC|Xenocreed Congregation|||
000000886|GC|Biosanctic Broodsurge|||
000000887|GC|Outlander Claw|||
000000888|GC|Brood Brother Auxilia|||
000000939|GC|Cult Unveiled|<b>Many Genestealer Cults seek to spread beyond their birth worlds by smuggling broods of the faithful onto departing voidships. Though cunning, some such cult cells are discovered before they reach their destinations. In such circumstances, they will fight furiously to overtake their host vessel entirely.</b>|Boarding Actions|
000000940|GC|Genespawn Onslaught|<b>Unleashed by a voidborne cult as a deadly boarding spearhead, or boiling up from the depths of a host vessel as the first blow struck by a cult rising in its underdecks, this tide of horrors crushes all before it. Blessed by the Star Children, these favoured of the cult can be relied upon to wreak absolute havoc.</b>|Boarding Actions|
000000941|GC|Infestation Swarm|<b>Many doomed voidships have been infested by Genestealers, their corridors and crawlways transformed into the hunting grounds and brood-lairs of monstrous vanguard organisms. Such infestations prove nightmarishly deadly to any unwise enough to board these apparent derelicts.</b>|Boarding Actions|
000001002|GC|Final Day|<p class="ShowFluff legend">Every Genestealer Cultist wishes to witness the Star Children’s arrival and ascend to join them in blessed oneness. They believe this will be a transcendent experience, a sublime reward for their devotion. The reality is altogether more hideous. As the Tyranids approach through the void, the utterly alien Hive Mind assimilates the more nuanced Broodmind of the cult. Many faithful die from psionic shock. Others are freed from Tyranid mind control only to go mad with horror as the truth is revealed. The rest become short-lived puppets for the first waves of Tyranid vanguard organisms descending on their world. Exerting its will to make them fight harder and move faster, the Hive Mind swiftly burns out these surviving faithful, harvesting each flicker of bioenergy to reinvigorate its more valuable Tyranid organisms.</p>||
000000943|GK|Void Purge Force|<b>Whether striking into a warp-compromised vessel to annihilate all aboard, defending a vital Grey Knights warship from infernal threats, or removing allies or foes who know too much, these strike teams of Grey Knights hit hard and fast to ensure none escape their purge.</b>|Boarding Actions|
000000944|GK|Baneslayer Strike|<b>The infernal power of dire threats such as the Heretic Astartes, the Daemons of Chaos or the most abominable of xenos horrors is magnified within the close quarters of shipboard war. The Grey Knights have the tools to deal with even such arch-fiends, however, and they come clad in Terminator plate.</b>|Boarding Actions|
000000992|GK|Warpbane Task Force|<p class="ShowFluff legend">When daemonic entities corrupt the worlds of the Imperium, Grey Knights forces strike to cleanse unhallowed ground and restore the sanctity of the Emperor’s domain. Such formations are raised when only the most obscure and esoteric rituals of purgation will drive the taint of Chaos back into the depths of the Warp. Striding fearlessly into malignant hellscapes, the warriors of the Order of Purifiers lead the assault. The combined psychic might of these anointed champions manifests in an azure fire that ignites the bodies and souls of unclean foes and scours away the taint of witchcraft and infernal corruption. In place of this excised perversion, an ensorcelled zone of consecration is created, within which the Grey Knights are emboldened and empowered.</p>||
000001081|GK|Brotherhood Strike|<p class="ShowFluff legend">When supernatural terrors endanger the very survival of Humanity, strike forces assembled from the might of the Grey Knights brotherhoods deploy to end the threat. Forewarned by the scrying of the Prognosticars, these hosts bring a balance of infantry and armour assets best suited to completing their mission, allied by the mightiest war leaders the Chapter can muster. No weapon or relic of esoteric technology is forbidden to such strike forces. In particular, these warriors wield the potent sorceries of Titan, not only to blast their enemies with excoriating energies but also to rapidly traverse battlefields through coruscating Warp gates. By employing such arcane tactics, the Grey Knights can rapidly outmanoeuvre even the most well-entrenched or fast-moving foes and focus the full wrath of their brotherhood precisely where it is most needed. Heretical rituals are cast into ruin, daemonic demagogues exorcised and slain, and the mightiest foes of the Imperium are purged without mercy by these warrior hosts.</p>||
000001082|GK|Hallowed Conclave|<p class="ShowFluff legend">The indomitable core of the Grey Knights’ fighting forces are their Terminator-armoured battle-brothers. When enough of these heavily equipped combatants gather, their amassed strength and resilience are a match for hosts of enemies many times their number. Incoming fire rattles from blessed and warded Terminator plate while hostile sorcery dwindles to nothing before the Grey Knights’ combined Aegis. In return, the hulking templars of Titan maintain unceasing firepower and banishing magicks that winnow the enemy’s ranks before their inevitable and overwhelming charge crashes home. Though surrounded by screaming foes, the Grey Knights hack a relentless path ever deeper with their Nemesis blades and hammers singing in their fists. Unstoppable, indefatigable, the Terminators press forward to shatter diabolical rites, seal diabolical Warp gates, slay possessed tyrants and carve the will of the Emperor into the flesh of their foes.</p>||
000001083|GK|Banishers|<p class="ShowFluff legend">The esoteric arsenal of the Grey Knights is as potent as their armoury of more conventional munitions. Indeed, when the most corrupt or supernatural foes must be defeated, these arcane weapons may prove more powerful than any volume of bolt shells and blades. By bringing together their mightiest psychic warriors and focusing the empyric powers they have learned to wield as no others could, the Grey Knights harness the terrifying might of the Warp without succumbing to its insidious taint. The result is a strike force of warriors wreathed in unnatural flame and shielded by potent warding sigils that whirl about them like an arcane constellation. The air shudders with psychic overpressure as the Grey Knights advance, vox-amplified voices raised in chants of banishment and malediction that ring above the thunder of their guns and the crackle of their blades. Warp-spawned entities are blasted into ectoplasmic slicks before their advance, while more corporeal foes fall as swiftly before the psychic might of Titan made manifest.</p>||
000001084|GK|Sanctic Spearhead|<p class="ShowFluff legend">Many Grey Knights task forces are supported by assets drawn from the Chapter’s Armoury, be it ward-inscribed armoured transports, ancient Dreadnought battle-brothers, swift Stormraven Gunships or towering Nemesis Dreadknights piloted by the Chapter’s greatest warriors. Yet there are threats and foes so monstrous that they must be countered with a mass host of these sanctified engines of war. At such times, the ground shudders beneath pounding adamantine feet, and the grinding tracks of the mightiest battle tanks to roll from the Deimosian forges. Entire flights of silver-grey gunships streak overhead, their holds packed with psychic battle-brothers, their wings guarded by nimble fighter craft. Combat walkers stride from teleport flares just as the rest of their armoured onslaught hits the enemy lines like a thunderbolt, leaving nothing but devastation in their wake. In this way, the Grey Knights shatter the mightiest enemy armies or break through to critical locations in time to stave off calamity.</p>||
000001085|GK|Augurium Task Force|<p class="ShowFluff legend">Empyric scrying, ancient prophecies of cataclysmic events, Warp-sent visions experienced by the Chapter’s most potent psykers: by such esoteric means are the Grey Knights sometimes forewarned of where, when and how a threat will arise in far more detail even than is usual. Such omens are never squandered. When allowed to truly prepare, the warriors of Titan ensure they are positioned to prevent the rising peril rapidly. Battles of this sort see the Grey Knights remaining ahead of their enemies as they employ their foreknowledge to anticipate and outmanoeuvre the foe’s every strike. Bands of steely-eyed battle-brothers step from blazing teleport flares to gun down flanking forces. Champions of Titan intervene at pivotal moments to send summoning rituals awry or bring supernatural portals crashing down in ruin. Locking blades with fate itself, the Grey Knights hack and parry, stab and slice until they have carved the future into a new and bloody form that benefits the Imperium.</p>||
000000950|LoV|Void Salvagers|<b>The salvage fleets of the Leagues of Votann secure material resources and recover stolen technologies. Their aggressive salvage operations bring them into conflict with hostile foes. It is fortunate, therefore, that Kin soldiers are well suited to combat in the close confines of space hulks and voidships.</b>|Boarding Actions|
000000951|LoV|Hearthfire Strike|<b>During the most punishing void battles, when the butcher’s bill is spiralling but the promised rewards still justify the cost of conflict, the most expedient plan is often also the most direct. Gathering the might of the Einhyr, the Kin launch a single, thunderous strike to end all enemy resistance.</b>|Boarding Actions|
000001001|LoV|Hearthband|<p class="ShowFluff legend">When the Eye of the Ancestors has been cast and the worth of some site or resource deemed vital, the Kin may form a hearthband to ensure its swift conquest. Typically led by one or more of the kindred’s most courageous and strategically cunning Kâhls, such forces are painstakingly forged to complete the precise mission for which they are assembled. Einhyr elites lead the charge, exo-armoured forms advancing like the Ancestors come to life, contemptuous of the enemy’s pitiful attempts to cut them down with gunfire or stagger their charge. Hand-picked Hearthkyn support their advance, no mere citizen soldiers but instead the finest warriors of the kinhost assembled for this one crucial mission. Driving inexorably into the teeth of the foe, the hearthband does not stop until their task is complete and the battle is won.</p>||
000001096|LoV|Needgaârd Oathband|<p class="ShowFluff legend">When a valuable site is identified, the Kin waste no time amassing an expeditionary force to secure and hold the prize. Needgaârd oathbands are typically forged around a core of Hearthkyn Warriors, readied to loose their weapons. Backed up by formidable armoured support, guild affiliates, and bands of elite warriors, such gatherings of the kinhost’s might overwhelm local defences and swiftly entrench their control. Commanders of these oathbands are experts in efficiently exploiting every martial advantage. Enemy reinforcements break upon fortified Kin positions and are then pulverised by systematic volleys of fire before they can escape to lend support elsewhere. The foe’s vanguard are outmanoeuvred and eradicated, their destruction opening up avenues of advance. Kin battle tanks and magna-coil gunships hammer armoured columns into a standstill and corral the enemy, with the remaining forces disintegrating by the time the oathband’s close-assault troops deliver the final blow.</p>||
000001097|LoV|Persecution Prospect|<p class="ShowFluff legend">Even sedentary kindreds have a long reach, for their Hernkyn are mobile and pernicious. Persecution prospects are far-ranging military forces built around a core of Hernkyn and capable of seizing their Kindred’s industrial interests, no matter what claims the foe believes they have. These forces engage in destabilisation strikes, sabotage and resource denial. They specialise in bleeding a foe of impetus through repeated attacks from multiple angles with coordination born of efficient tactics and close-knit familial bonds. Bands of callous Yaegirs operate in advance of the prospect’s attack, spreading discord and fear through strongpoint attacks and assassinations while passing targeting data to supporting Kin. Squadrons of Pioneers make flanking attacks, weakening enemy positions to leave them vulnerable to assaults by Hearthkyn and Einhyr. For every step the foe takes, they are assailed from every angle until any survivors are driven off in disarray, enabling the Kin to seize their rightful prize.</p>||
000001098|LoV|Dêlve Assault Shift|<p class="ShowFluff legend">Many are the species who, to their cost, have failed to consider the full battlesphere capabilities of the Kin. The Cthonian guilds, in particular, have long mastered exploiting what they term the delve. In some situations, this is a network of subterranean passages, cunningly wrought with hidden surface access ways to permit rapid combat relocation of their ferocious cyberaltered Beserks. In others, particularly during Cthonian assaults upon giant void freighters or mountainous hives, the guilds employ Colossus-class macrobore engines to deliver troops from every angle or specialist teleport assaults that simultaneously undermine a foe’s positions and deliver infantry into their midst. The assault shift’s mole mortars unleash tunnelling salvoes of esoteric ammunition to fracture defensive emplacements such that armoured support and augmented Beserks can smash their way through. Multilayered weavewerke fields, meanwhile, buttress the Kin’s assault routes that delve unerringly into the foe’s heart.</p>||
000001099|LoV|Brandfast Oathband|<p class="ShowFluff legend">Like a red-hot mass hammer repeatedly searing its mark into the hardest of materials, the blows of a brandfast oathband pummel a war zone and imprint it with an undeniable sign of the Kin’s claim. Such forces are typically mechanised, boasting rugged transports to speed a kinhost’s warriors into strategically advantageous positions. The foe’s infantry are driven back by supporting artillery and squads of Thunderkyn, whilst Kapricus and Sagitaurs employ evasive speed to outmanoeuvre enemy attempts to stall their advance. These smaller transports swiftly establish themselves as frontier outposts, their cargoes of Hearthkyn and Yaegirs using the vehicles’ heavy armour as cover while the transports’ powerful weapons carve through light opposition and relay tactical data to the squads. Hekaton Land Fortresses grind forward in their wake, bulldozing their way to the fore like mobile bastions. What began as a contested war zone is swiftly turned into a Kin holding with bulwarks and defensive embrasures the equal of a fortified city of other species.</p>||
000001100|LoV|Hearthfyre Arsenal|<p class="ShowFluff legend">The potent volume of advanced firepower most Kin forces can unleash is enough to drive back would-be rivals from a kindred’s rightful claims. Yet it pales before the might of a hearthfyre arsenal, which gathers many of a kindred’s experts on ordnance application into a single, deadly force. They alloy the Kin’s ballistic superiority, inventive experimentation and masterwork engineering, and the ruthless logistical calculation required to dismantle the enemy efficiently, one piece at a time. Iron-masters and Thunderkyn unleash the Brokhyr guilds’ forge-wrought power in salvoes of high-explosive bolts, esoteric graviton emissions and energistic conversion beams. Phalanxes of Ironkin Steeljacks smash into reeling enemies like a steel gauntlet, their assaults’ timing forecast by Memnyr Strategists to result in the greatest ruin. Every ounce of advantage is analysed, and every weakness of their opponents is calculated until the foe’s expected capitulation becomes just another dispassionate forecast.</p>||
000000756|NEC|Awakened Dynasty|||
000000815|NEC|Annihilation Legion|||
000000816|NEC|Canoptek Court|||
000000817|NEC|Obeisance Phalanx|||
000000818|NEC|Hypercrypt Legion|||
000000959|NEC|Tomb Ship Complement|<b>The phaerons of the Necron dynasties possess some of the most powerful voidships in the known galaxy. These gigantic vessels carry full complements of Necron Warriors, Lychguard, Canoptek constructs and other lethal assets that can repel boarders or slaughter enemy crews with ease.</b>|Boarding Actions|
000000960|NEC|Deranged Outcasts|<b>Whilst the minds of many Necrons have been afflicted by the Great Sleep, the outcast Destroyer Cults and Flayed Ones have lost all semblance of sanity. Necron commanders often unleash these insane killers on their most hated foes, trusting that they will slaughter every last living being.</b>|Boarding Actions|
000000961|NEC|Canoptek Harvesters|<b>Created to defend the Necrons’ tomb worlds, Canoptek constructs are often repurposed to harvest valuable resources for their Cryptek overseers. These murderous automatons will phase through walls, atomise deck plates and obliterate the living in order to achieve their masters’ goals.</b>|Boarding Actions|
000000985|NEC|Starshatter Arsenal|<p class="ShowFluff legend">A wide range of mechanical treasures are stored within the grand armouries of the Necron dynasties. Some Necron nobles prefer to wage mobile warfare, utilising the swiftest of these vehicles, including imperious anti-grav war barques, looming mechanical walkers and supersonic assault craft powered by eldritch technologies to outflank, outrun and eliminate their enemies. As the armoured tide sweeps over the hopelessly outmatched foe, Ghost Arks swoop low to disgorge rank upon rank of skeletal Necron Warriors. Other forms of servile construct and maniacal killing machines join the lethal procession, too, adding their firepower to the cosmic wrath, and when the foe inevitably breaks, dynastic soldiery piloting – or fused with – repulsor-driven platforms surge forwards to scythe down any who would attempt to flee.</p>||
000000852|ORK|War Horde|||
000000853|ORK|Da Big Hunt|||
000000854|ORK|Kult of Speed|||
000000855|ORK|Dread Mob|||
000000856|ORK|Green Tide|||
000000857|ORK|Bully Boyz|||
000000963|ORK|Ramship Raiders|<b>When Ork void fleets attack enemy shipping, they often lead the assault with ramships. These pugnacious craft slam headlong into the foes’ vessels, burying themselves in the superstructure of larger enemy ships before filling them with rampaging Ork boarders.</b>|Boarding Actions|
000000964|ORK|Kaptin Killers|<b>Regardless of the wider objectives of a void war, once a Warboss and his best Boyz get aboard an enemy ship their top priority is nearly always finding the enemy shipmaster and beating them to a pulp. If that leads to capturing the vessel in the process, so much the better!</b>|Boarding Actions|
000000995|ORK|Taktikal Brigade|<p class="ShowFluff legend">The Orks who belong to the Blood Axe clan seek to apply their own brand of taktiks to their endless wars. The most cunning of Blood Axe leaders have adapted the strategies of other species into a unique brand of clandestine warfare that, whilst simplistic, is brutally effective.</p>||
000001030|ORK|More Dakka!|<p class="ShowFluff legend">Of all the Ork manias, few are as widespread as the love of heavy firepower. Temporarily united by a shared love of loud and destructive dakka, hordes of similarly obsessed Orks can produce storms of killing fire capable of felling even the most heavily armoured of enemies.</p>||
000000988|QI|Questor Forgepact|<p class="ShowFluff legend">Bound by oaths of fealty or not, many Knightly houses enjoy close relations with the priesthood of the Adeptus Mechanicus. Whether answering the Martian priesthood’s calls to arms or prosecuting their own wars of liberation against the Emperor’s foes, Noble families regularly pilot their war suits to battle alongside their Tech-Priest allies. The Skitarii soldiery are inspired by the presence of these ancient engines of destruction, uttering awestruck psalms of veneration as they advance fearlessly towards the foe. In turn, the Noble champions are blessed and inspired by the chanted prayers of the Machine Cult and their war suits empowered by the skill of Tech-Priests and artificers of incomparable talent.</p>||
000001106|QI|Valourstrike Lance|<p class="ShowFluff legend">To crusade as part of a lance of Knightly companions is to be inspired to heights of noble heroism and feel the surge of honour that flows through the Throne Mechanicum. Valourstrike Lances epitomise the bold gallantry of Imperial Knights and the unbreakable fellowship that binds them. Their Noble warriors and loyal squires thunder into battle like an iron-shod storm. Barrages of unremitting firepower herald their assault, bolts of energy and clusters of heavy ordnance lancing out to punish the dishonourable foe. The Knights do not slow for a moment; their enemy deserves no such sufferance. The speed of their long strides carries the Noble companions into the foes’ holdouts. With the monumental power at their command, valorous groups of Knights lay waste to one swathe of enemies after another. Theirs is a selfless strength that shields and inspires their fellow Knights. It is a thunderous power that sees them punch through defensive lines, artillery emplacements and desperate counterstrikes by the foe until nothing but ruin is left in their wake.</p>||
000001107|QI|Gate Warden Lance|<p class="ShowFluff legend">The forebears of Knightly Nobles secured their sprawling citadels through Old Night and whispered advice from those times still haunts the oldest Thrones Mechanicum. For generations since, Gate Warden Lances of Knights have thrown back xenos, heretics and mutants not only from their own walls but from those on worlds across the galaxy. Whether a physical revetment exists to guard or not, the Nobles know their duty. They treat the battlefield as their walled realm, with themselves as its bastions. Gigantic Dominus-class Knights anchor defensive positions, hurling murderous salvoes at encroaching enemies. Bondsmen piloting swift Armigers stand ready to lope forwards and stem encirclements of the Knights’ lines. Knights Crusader scythe down infantry besieging their chosen embrasures while Knights Defender stride into line to bolster positions with thrumming void shields. Should the enemy attempt to breach the Knights’ lines, the Nobles sally forth in a thunderous countercharge, challenges blaring from war horns as they dam the tide.</p>||
000001108|QI|Questoris Companions|<p class="ShowFluff legend">The legendary deeds of groups of Knightly champions are known across the Imperium. Epic lays have been inspired by crusading lances of a household’s greatest warriors, isolated bands of Knights who have fought their way to victory and honoured fellowships of Freeblades oathed to fight in chivalrous companionship until death claims them. Bonded by vows of honour, these Questoris Companions marshal their strength, their courage and the incredible power of their titanic Knight suits to undertake heroic feats of epic gallantry to achieve their quest. Individual Knights hold back armoured columns in glorious acts of selflessness to guard their companions’ flanks. Others wade alone into overwhelming odds, slamming enemy battle tanks through the air and crushing infantry underfoot. The most threatening of the foe are singled out for thunderous duels, and their humbling is a terrifying blow to enemy morale. With a rigid notion of their quest’s righteousness, the companions drive onwards in a ferocious display of titanic might.</p>||
000001109|QI|Spearhead-At-Arms|<p class="ShowFluff legend">When deployed in large numbers, the swift and agile Armiger-class Knight suits can outmanoeuvre most foes. They strike and withdraw on simultaneous fronts to cut apart more unwieldy armies. Deployed as a Spearhead-at-Arms, meanwhile, and leashed to their Noble masters’ stern wisdom, their loyal conditioning and rapid adoption of complex strategies enable them to eviscerate any enemy. With loping strides, the lead Armigers fan out as a swift vanguard. They devastate enemy scouts and flush war engines into the sights of their lords and ladies. Banners of Armiger Helverins stalk into firing positions like towering assassins, spitting death into assigned targets of heavy infantry or snatching grav-tanks from the sky in blazing fireballs. Armiger Warglaives pounce on enemy fire points or ambush enemy assault formations, their reaper chain-cleavers howling as they chew through armour. They are their masters’ hounds, shield-bearers and heavily armed retainers in one, galvanised into deadly coordination through honoured service.</p>||
000000806|QT|Traitoris Lance|<p class="ShowFluff legend">To fight amidst a Traitoris Lance is to epitomise what it means to be a Chaos Knight. Here is the dark mirror of nobility wrought in adamantine and steel, an army of sinister war giants driven ever onward by hate, cruelty and the tyrannical need to crush all beneath their mighty tread. Nightmarish storm clouds spread above these Chaos Knights as they stride into battle, drowning their quailing foes in creeping shadow and filling their hearts with dread. Empyric lightning leaps through the heavens, while the grotesque avian entities known as Pterrorshades swoop above the advancing Knights like tattered rags or roost malevolently upon their baroque hulls. As the Traitoris Lance bears down upon its victims, the Fallen Nobles lengthen their steeds’ strides and let fly with massive cannons, laser blasters and racks of shrieking missiles. By the time their charge thunders home, the crumbling enemy lines can do naught but shatter before the unstoppable onslaught of these diabolical engines of war.</p>||
000000989|QT|Iconoclast Fiefdom|<p class="ShowFluff legend">When the Fallen Nobles of Iconoclast houses go to war, they are often followed by teeming masses of mutants, cultists, and heretic soldiers. These awed mortals offer chanted prayers to these towering beacons of corruption, worshipping them as mechanical idols to the Dark Gods. Rushing forward around the clawed feet of these gigantic Knight suits, the cursed hordes scream battle cries and sing of their devotion as they hurl themselves into the foe. As the death count beneath them escalates, the Fallen Nobles rejoice in the bloodshed, the Warp-twisted mechanisms of their Thrones Mechanicum feeding vampirically upon the sacrifice of their thralls and infusing pilot and steed with ever-greater infernal might.</p>||
